2025-06-03 23:23:46.897 | ERROR    | chatbot_app.py:28 | GEMINI_API_KEY environment variable is not set. Please set it for Gemini API access.
2025-06-03 23:33:49.280 | INFO     | chatbot_app.py:53 | Successfully loaded tool definitions from MCP Server.
2025-06-03 23:33:49.281 | INFO     | chatbot_app.py:106 | Fixed tool definitions: [{'name': 'search_rooms', 'description': 'Tìm kiếm các phòng trọ có sẵn dựa trên các tiêu chí cụ thể như vị trí, giá cả, tiện ích và môi trường xung quanh.', 'parameters': {'type': 'OBJECT', 'properties': {'street': {'type': 'STRING', 'description': 'Tên đường của phòng trọ.'}, 'district': {'type': 'STRING', 'description': 'Quận của phòng trọ.'}, 'city': {'type': 'STRING', 'description': 'Thành phố của phòng trọ.'}, 'minPrice': {'type': 'NUMBER', 'description': 'Giá tối thiểu của phòng trọ.'}, 'maxPrice': {'type': 'NUMBER', 'description': 'Giá tối đa của phòng trọ.'}, 'areaRange': {'type': 'STRING', 'enum': ['UNDER_20', '20_40', '40_60', '60_80', 'OVER_80'], 'description': "Khoảng diện tích phòng trọ. Các giá trị hợp lệ:\n- 'UNDER_20': Dưới 20m²\n- '20_40': Từ 20m² đến 40m²\n- '40_60': Từ 40m² đến 60m²\n- '60_80': Từ 60m² đến 80m²\n- 'OVER_80': Trên 80m²\nNếu không khớp giá trị nào, sẽ không lọc theo diện tích."}, 'roomType': {'type': 'STRING', 'description': 'Loại phòng trọ.'}, 'amenities': {'type': 'ARRAY', 'items': {'type': 'STRING'}, 'description': 'Danh sách các tiện ích mong muốn.'}, 'environment': {'type': 'ARRAY', 'items': {'type': 'STRING'}, 'description': 'Môi trường xung quanh phòng trọ.'}, 'targetAudience': {'type': 'ARRAY', 'items': {'type': 'STRING'}, 'description': 'Đối tượng mục tiêu của phòng trọ.'}, 'hasVideoReview': {'type': 'BOOLEAN', 'description': 'Phòng trọ có video review hay không. Nếu không cung cấp, sẽ không lọc theo tiêu chí này.'}}, 'required': []}}]
2025-06-03 23:37:27.786 | WARNING  | chatbot_app.py:42 | MCP_SERVER_BASE_URL is set to default localhost. Ensure this is correct for your deployment.
2025-06-03 23:37:27.787 | INFO     | before.py:40 | Starting call to 'chatbot_app.get_tool_definitions_from_mcp_server', this is the 1st time calling it.
2025-06-03 23:37:27.787 | INFO     | chatbot_app.py:50 | Attempting to load tool definitions from MCP Server at http://localhost:5001/tool_definitions...
2025-06-03 23:37:29.844 | INFO     | chatbot_app.py:53 | Successfully loaded tool definitions from MCP Server.
2025-06-03 23:37:29.844 | INFO     | chatbot_app.py:106 | Fixed tool definitions: [{'name': 'search_rooms', 'description': 'Tìm kiếm các phòng trọ có sẵn dựa trên các tiêu chí cụ thể như vị trí, giá cả, tiện ích và môi trường xung quanh.', 'parameters': {'type': 'OBJECT', 'properties': {'street': {'type': 'STRING', 'description': 'Tên đường của phòng trọ.'}, 'district': {'type': 'STRING', 'description': 'Quận của phòng trọ.'}, 'city': {'type': 'STRING', 'description': 'Thành phố của phòng trọ.'}, 'minPrice': {'type': 'NUMBER', 'description': 'Giá tối thiểu của phòng trọ.'}, 'maxPrice': {'type': 'NUMBER', 'description': 'Giá tối đa của phòng trọ.'}, 'areaRange': {'type': 'STRING', 'enum': ['UNDER_20', '20_40', '40_60', '60_80', 'OVER_80'], 'description': "Khoảng diện tích phòng trọ. Các giá trị hợp lệ:\n- 'UNDER_20': Dưới 20m²\n- '20_40': Từ 20m² đến 40m²\n- '40_60': Từ 40m² đến 60m²\n- '60_80': Từ 60m² đến 80m²\n- 'OVER_80': Trên 80m²\nNếu không khớp giá trị nào, sẽ không lọc theo diện tích."}, 'roomType': {'type': 'STRING', 'description': 'Loại phòng trọ.'}, 'amenities': {'type': 'ARRAY', 'items': {'type': 'STRING'}, 'description': 'Danh sách các tiện ích mong muốn.'}, 'environment': {'type': 'ARRAY', 'items': {'type': 'STRING'}, 'description': 'Môi trường xung quanh phòng trọ.'}, 'targetAudience': {'type': 'ARRAY', 'items': {'type': 'STRING'}, 'description': 'Đối tượng mục tiêu của phòng trọ.'}, 'hasVideoReview': {'type': 'BOOLEAN', 'description': 'Phòng trọ có video review hay không. Nếu không cung cấp, sẽ không lọc theo tiêu chí này.'}}, 'required': []}}]
2025-06-03 23:38:18.940 | WARNING  | chatbot_app.py:42 | MCP_SERVER_BASE_URL is set to default localhost. Ensure this is correct for your deployment.
2025-06-03 23:38:18.941 | INFO     | before.py:40 | Starting call to 'chatbot_app.get_tool_definitions_from_mcp_server', this is the 1st time calling it.
2025-06-03 23:38:18.942 | INFO     | chatbot_app.py:50 | Attempting to load tool definitions from MCP Server at http://localhost:5001/tool_definitions...
2025-06-03 23:38:21.015 | INFO     | chatbot_app.py:53 | Successfully loaded tool definitions from MCP Server.
2025-06-03 23:38:21.015 | INFO     | chatbot_app.py:106 | Fixed tool definitions: [{'name': 'search_rooms', 'description': 'Tìm kiếm các phòng trọ có sẵn dựa trên các tiêu chí cụ thể như vị trí, giá cả, tiện ích và môi trường xung quanh.', 'parameters': {'type': 'OBJECT', 'properties': {'street': {'type': 'STRING', 'description': 'Tên đường của phòng trọ.'}, 'district': {'type': 'STRING', 'description': 'Quận của phòng trọ.'}, 'city': {'type': 'STRING', 'description': 'Thành phố của phòng trọ.'}, 'minPrice': {'type': 'NUMBER', 'description': 'Giá tối thiểu của phòng trọ.'}, 'maxPrice': {'type': 'NUMBER', 'description': 'Giá tối đa của phòng trọ.'}, 'areaRange': {'type': 'STRING', 'enum': ['UNDER_20', '20_40', '40_60', '60_80', 'OVER_80'], 'description': "Khoảng diện tích phòng trọ. Các giá trị hợp lệ:\n- 'UNDER_20': Dưới 20m²\n- '20_40': Từ 20m² đến 40m²\n- '40_60': Từ 40m² đến 60m²\n- '60_80': Từ 60m² đến 80m²\n- 'OVER_80': Trên 80m²\nNếu không khớp giá trị nào, sẽ không lọc theo diện tích."}, 'roomType': {'type': 'STRING', 'description': 'Loại phòng trọ.'}, 'amenities': {'type': 'ARRAY', 'items': {'type': 'STRING'}, 'description': 'Danh sách các tiện ích mong muốn.'}, 'environment': {'type': 'ARRAY', 'items': {'type': 'STRING'}, 'description': 'Môi trường xung quanh phòng trọ.'}, 'targetAudience': {'type': 'ARRAY', 'items': {'type': 'STRING'}, 'description': 'Đối tượng mục tiêu của phòng trọ.'}, 'hasVideoReview': {'type': 'BOOLEAN', 'description': 'Phòng trọ có video review hay không. Nếu không cung cấp, sẽ không lọc theo tiêu chí này.'}}, 'required': []}}]
2025-06-03 23:43:11.035 | WARNING  | chatbot_app.py:43 | MCP_SERVER_BASE_URL is set to default localhost. Ensure this is correct for your deployment.
2025-06-03 23:43:11.036 | INFO     | before.py:40 | Starting call to 'chatbot_app.get_tool_definitions_from_mcp_server', this is the 1st time calling it.
2025-06-03 23:43:11.036 | INFO     | chatbot_app.py:51 | Attempting to load tool definitions from MCP Server at http://localhost:5001/tool_definitions...
2025-06-03 23:43:13.100 | INFO     | chatbot_app.py:54 | Successfully loaded tool definitions from MCP Server.
2025-06-03 23:43:13.102 | INFO     | chatbot_app.py:107 | Fixed tool definitions: [{'name': 'search_rooms', 'description': 'Tìm kiếm các phòng trọ có sẵn dựa trên các tiêu chí cụ thể như vị trí, giá cả, tiện ích và môi trường xung quanh.', 'parameters': {'type': 'OBJECT', 'properties': {'street': {'type': 'STRING', 'description': 'Tên đường của phòng trọ.'}, 'district': {'type': 'STRING', 'description': 'Quận của phòng trọ.'}, 'city': {'type': 'STRING', 'description': 'Thành phố của phòng trọ.'}, 'minPrice': {'type': 'NUMBER', 'description': 'Giá tối thiểu của phòng trọ.'}, 'maxPrice': {'type': 'NUMBER', 'description': 'Giá tối đa của phòng trọ.'}, 'areaRange': {'type': 'STRING', 'enum': ['UNDER_20', '20_40', '40_60', '60_80', 'OVER_80'], 'description': "Khoảng diện tích phòng trọ. Các giá trị hợp lệ:\n- 'UNDER_20': Dưới 20m²\n- '20_40': Từ 20m² đến 40m²\n- '40_60': Từ 40m² đến 60m²\n- '60_80': Từ 60m² đến 80m²\n- 'OVER_80': Trên 80m²\nNếu không khớp giá trị nào, sẽ không lọc theo diện tích."}, 'roomType': {'type': 'STRING', 'description': 'Loại phòng trọ.'}, 'amenities': {'type': 'ARRAY', 'items': {'type': 'STRING'}, 'description': 'Danh sách các tiện ích mong muốn.'}, 'environment': {'type': 'ARRAY', 'items': {'type': 'STRING'}, 'description': 'Môi trường xung quanh phòng trọ.'}, 'targetAudience': {'type': 'ARRAY', 'items': {'type': 'STRING'}, 'description': 'Đối tượng mục tiêu của phòng trọ.'}, 'hasVideoReview': {'type': 'BOOLEAN', 'description': 'Phòng trọ có video review hay không. Nếu không cung cấp, sẽ không lọc theo tiêu chí này.'}}, 'required': []}}]
2025-06-03 23:43:37.946 | INFO     | chatbot_app.py:139 | User: Tôi cần tìm phòng trọ ở quận 10 với giá dưới 3 triệu
2025-06-03 23:43:38.904 | INFO     | chatbot_app.py:152 | Gemini wants to call tool: 'search_rooms' with arguments: <proto.marshal.collections.maps.MapComposite object at 0x000002815B0B7650>
2025-06-03 23:43:38.908 | DEBUG    | before.py:40 | Starting call to 'chatbot_app.call_mcp_tool', this is the 1st time calling it.
2025-06-03 23:43:38.909 | INFO     | chatbot_app.py:125 | Calling MCP Server endpoint: http://localhost:5001/tools/search_rooms with args: <proto.marshal.collections.maps.MapComposite object at 0x000002815B0B7650>
2025-06-03 23:43:40.917 | DEBUG    | before.py:40 | Starting call to 'chatbot_app.call_mcp_tool', this is the 2nd time calling it.
2025-06-03 23:43:40.917 | INFO     | chatbot_app.py:125 | Calling MCP Server endpoint: http://localhost:5001/tools/search_rooms with args: <proto.marshal.collections.maps.MapComposite object at 0x000002815B0B7650>
2025-06-03 23:43:42.919 | DEBUG    | before.py:40 | Starting call to 'chatbot_app.call_mcp_tool', this is the 3rd time calling it.
2025-06-03 23:43:42.919 | INFO     | chatbot_app.py:125 | Calling MCP Server endpoint: http://localhost:5001/tools/search_rooms with args: <proto.marshal.collections.maps.MapComposite object at 0x000002815B0B7650>
2025-06-03 23:43:42.921 | ERROR    | chatbot_app.py:159 | Failed to execute tool 'search_rooms' after retries: RetryError[<Future at 0x2815b575210 state=finished raised TypeError>]
2025-06-03 23:43:42.922 | ERROR    | chatbot_app.py:174 | Error from MCP Server: Không thể thực hiện tìm kiếm phòng trọ lúc này: RetryError[<Future at 0x2815b575210 state=finished raised TypeError>]
2025-06-03 23:44:46.513 | WARNING  | chatbot_app.py:43 | MCP_SERVER_BASE_URL is set to default localhost. Ensure this is correct for your deployment.
2025-06-03 23:44:46.514 | INFO     | before.py:40 | Starting call to 'chatbot_app.get_tool_definitions_from_mcp_server', this is the 1st time calling it.
2025-06-03 23:44:46.514 | INFO     | chatbot_app.py:51 | Attempting to load tool definitions from MCP Server at http://localhost:5001/tool_definitions...
2025-06-03 23:44:48.543 | INFO     | chatbot_app.py:54 | Successfully loaded tool definitions from MCP Server.
2025-06-03 23:44:48.544 | INFO     | chatbot_app.py:107 | Fixed tool definitions: [{'name': 'search_rooms', 'description': 'Tìm kiếm các phòng trọ có sẵn dựa trên các tiêu chí cụ thể như vị trí, giá cả, tiện ích và môi trường xung quanh.', 'parameters': {'type': 'OBJECT', 'properties': {'street': {'type': 'STRING', 'description': 'Tên đường của phòng trọ.'}, 'district': {'type': 'STRING', 'description': 'Quận của phòng trọ.'}, 'city': {'type': 'STRING', 'description': 'Thành phố của phòng trọ.'}, 'minPrice': {'type': 'NUMBER', 'description': 'Giá tối thiểu của phòng trọ.'}, 'maxPrice': {'type': 'NUMBER', 'description': 'Giá tối đa của phòng trọ.'}, 'areaRange': {'type': 'STRING', 'enum': ['UNDER_20', '20_40', '40_60', '60_80', 'OVER_80'], 'description': "Khoảng diện tích phòng trọ. Các giá trị hợp lệ:\n- 'UNDER_20': Dưới 20m²\n- '20_40': Từ 20m² đến 40m²\n- '40_60': Từ 40m² đến 60m²\n- '60_80': Từ 60m² đến 80m²\n- 'OVER_80': Trên 80m²\nNếu không khớp giá trị nào, sẽ không lọc theo diện tích."}, 'roomType': {'type': 'STRING', 'description': 'Loại phòng trọ.'}, 'amenities': {'type': 'ARRAY', 'items': {'type': 'STRING'}, 'description': 'Danh sách các tiện ích mong muốn.'}, 'environment': {'type': 'ARRAY', 'items': {'type': 'STRING'}, 'description': 'Môi trường xung quanh phòng trọ.'}, 'targetAudience': {'type': 'ARRAY', 'items': {'type': 'STRING'}, 'description': 'Đối tượng mục tiêu của phòng trọ.'}, 'hasVideoReview': {'type': 'BOOLEAN', 'description': 'Phòng trọ có video review hay không. Nếu không cung cấp, sẽ không lọc theo tiêu chí này.'}}, 'required': []}}]
2025-06-03 23:44:58.283 | INFO     | chatbot_app.py:139 | User: Tôi cần tìm phòng trọ ở quận 10 với giá dưới 3 triệu
2025-06-03 23:45:00.216 | INFO     | chatbot_app.py:152 | Gemini wants to call tool: 'search_rooms' with arguments: <proto.marshal.collections.maps.MapComposite object at 0x000001FAC5E33B50>
2025-06-03 23:45:00.220 | DEBUG    | before.py:40 | Starting call to 'chatbot_app.call_mcp_tool', this is the 1st time calling it.
2025-06-03 23:45:00.221 | INFO     | chatbot_app.py:125 | Calling MCP Server endpoint: http://localhost:5001/tools/search_rooms with args: <proto.marshal.collections.maps.MapComposite object at 0x000001FAC5E33B50>
2025-06-03 23:45:02.232 | DEBUG    | before.py:40 | Starting call to 'chatbot_app.call_mcp_tool', this is the 2nd time calling it.
2025-06-03 23:45:02.232 | INFO     | chatbot_app.py:125 | Calling MCP Server endpoint: http://localhost:5001/tools/search_rooms with args: <proto.marshal.collections.maps.MapComposite object at 0x000001FAC5E33B50>
2025-06-03 23:45:04.239 | DEBUG    | before.py:40 | Starting call to 'chatbot_app.call_mcp_tool', this is the 3rd time calling it.
2025-06-03 23:45:04.239 | INFO     | chatbot_app.py:125 | Calling MCP Server endpoint: http://localhost:5001/tools/search_rooms with args: <proto.marshal.collections.maps.MapComposite object at 0x000001FAC5E33B50>
2025-06-03 23:45:04.241 | ERROR    | chatbot_app.py:159 | Failed to execute tool 'search_rooms' after retries: RetryError[<Future at 0x1fac62e43d0 state=finished raised TypeError>]
2025-06-03 23:45:04.241 | ERROR    | chatbot_app.py:174 | Error from MCP Server: Không thể thực hiện tìm kiếm phòng trọ lúc này: RetryError[<Future at 0x1fac62e43d0 state=finished raised TypeError>]
2025-06-03 23:45:04.242 | ERROR    | chatbot_app.py:190 | An unexpected error occurred in chatbot: "Unable to determine the intended type of the `dict`. For `Content`, a 'parts' key is expected. For `Part`, either an 'inline_data' or a 'text' key is expected. For `Blob`, both 'mime_type' and 'data' keys are expected. However, the provided dictionary has the following keys: ['name', 'response']"
2025-06-03 23:45:22.398 | INFO     | chatbot_app.py:139 | User: Tôi cần tìm phòng trọ ở quận Gò Vấp với giá dưới 3 triệu
2025-06-03 23:45:23.333 | INFO     | chatbot_app.py:152 | Gemini wants to call tool: 'search_rooms' with arguments: <proto.marshal.collections.maps.MapComposite object at 0x000001FAC62E5E10>
2025-06-03 23:45:23.336 | DEBUG    | before.py:40 | Starting call to 'chatbot_app.call_mcp_tool', this is the 1st time calling it.
2025-06-03 23:45:23.336 | INFO     | chatbot_app.py:125 | Calling MCP Server endpoint: http://localhost:5001/tools/search_rooms with args: <proto.marshal.collections.maps.MapComposite object at 0x000001FAC62E5E10>
2025-06-03 23:45:25.344 | DEBUG    | before.py:40 | Starting call to 'chatbot_app.call_mcp_tool', this is the 2nd time calling it.
2025-06-03 23:45:25.345 | INFO     | chatbot_app.py:125 | Calling MCP Server endpoint: http://localhost:5001/tools/search_rooms with args: <proto.marshal.collections.maps.MapComposite object at 0x000001FAC62E5E10>
2025-06-03 23:45:27.349 | DEBUG    | before.py:40 | Starting call to 'chatbot_app.call_mcp_tool', this is the 3rd time calling it.
2025-06-03 23:45:27.349 | INFO     | chatbot_app.py:125 | Calling MCP Server endpoint: http://localhost:5001/tools/search_rooms with args: <proto.marshal.collections.maps.MapComposite object at 0x000001FAC62E5E10>
2025-06-03 23:45:27.349 | ERROR    | chatbot_app.py:159 | Failed to execute tool 'search_rooms' after retries: RetryError[<Future at 0x1fac62e7a90 state=finished raised TypeError>]
2025-06-03 23:45:27.349 | ERROR    | chatbot_app.py:174 | Error from MCP Server: Không thể thực hiện tìm kiếm phòng trọ lúc này: RetryError[<Future at 0x1fac62e7a90 state=finished raised TypeError>]
2025-06-03 23:45:27.349 | ERROR    | chatbot_app.py:190 | An unexpected error occurred in chatbot: "Unable to determine the intended type of the `dict`. For `Content`, a 'parts' key is expected. For `Part`, either an 'inline_data' or a 'text' key is expected. For `Blob`, both 'mime_type' and 'data' keys are expected. However, the provided dictionary has the following keys: ['name', 'response']"
2025-06-03 23:45:40.027 | INFO     | chatbot_app.py:139 | User: Tôi cần tìm phòng trọ ở với giá dưới 3 triệu
2025-06-03 23:45:40.824 | INFO     | chatbot_app.py:186 | Gemini responded directly: Bạn cần cho tôi biết bạn muốn tìm phòng trọ ở thành phố và quận nào thì tôi mới có thể tìm được.
2025-06-03 23:46:06.801 | INFO     | chatbot_app.py:139 | User: Tôi cần tìm phòng trọ ở thành phố Hồ Chí Minh, quận Gò Vấp với giá dưới 3 triệu
2025-06-03 23:46:08.620 | INFO     | chatbot_app.py:152 | Gemini wants to call tool: 'search_rooms' with arguments: <proto.marshal.collections.maps.MapComposite object at 0x000001FAC62E9AD0>
2025-06-03 23:46:08.624 | DEBUG    | before.py:40 | Starting call to 'chatbot_app.call_mcp_tool', this is the 1st time calling it.
2025-06-03 23:46:08.625 | INFO     | chatbot_app.py:125 | Calling MCP Server endpoint: http://localhost:5001/tools/search_rooms with args: <proto.marshal.collections.maps.MapComposite object at 0x000001FAC62E9AD0>
2025-06-03 23:46:10.632 | DEBUG    | before.py:40 | Starting call to 'chatbot_app.call_mcp_tool', this is the 2nd time calling it.
2025-06-03 23:46:10.632 | INFO     | chatbot_app.py:125 | Calling MCP Server endpoint: http://localhost:5001/tools/search_rooms with args: <proto.marshal.collections.maps.MapComposite object at 0x000001FAC62E9AD0>
2025-06-03 23:46:12.634 | DEBUG    | before.py:40 | Starting call to 'chatbot_app.call_mcp_tool', this is the 3rd time calling it.
2025-06-03 23:46:12.635 | INFO     | chatbot_app.py:125 | Calling MCP Server endpoint: http://localhost:5001/tools/search_rooms with args: <proto.marshal.collections.maps.MapComposite object at 0x000001FAC62E9AD0>
2025-06-03 23:46:12.642 | ERROR    | chatbot_app.py:159 | Failed to execute tool 'search_rooms' after retries: RetryError[<Future at 0x1fac62ea3d0 state=finished raised TypeError>]
2025-06-03 23:46:12.647 | ERROR    | chatbot_app.py:174 | Error from MCP Server: Không thể thực hiện tìm kiếm phòng trọ lúc này: RetryError[<Future at 0x1fac62ea3d0 state=finished raised TypeError>]
2025-06-03 23:46:12.651 | ERROR    | chatbot_app.py:190 | An unexpected error occurred in chatbot: "Unable to determine the intended type of the `dict`. For `Content`, a 'parts' key is expected. For `Part`, either an 'inline_data' or a 'text' key is expected. For `Blob`, both 'mime_type' and 'data' keys are expected. However, the provided dictionary has the following keys: ['name', 'response']"
2025-06-03 23:46:31.384 | INFO     | chatbot_app.py:139 | User: Tôi cần tìm phòng trọ ở thành phố Hồ Chí Minh, quận Gò Vấp với giá dưới 3 triệu
2025-06-03 23:46:32.255 | INFO     | chatbot_app.py:152 | Gemini wants to call tool: 'search_rooms' with arguments: <proto.marshal.collections.maps.MapComposite object at 0x000001FAC62F8790>
